Horodateur,De quel streamer as-tu suivi la saison en majorité ?,"1 - Héros de la saison

Un joueur reconnu pour son intégrité et son honneur, bien qu'il soit prêt à quelques mensonges pour gagner. Il veut porter la saison vers le haut.","2 - Vilain de la saison

Un joueur prêt à tout pour gagner, même les manigances les plus maléfiques. Mensonges, trahisons et manipulation sont ses mots fétiches.","3 - Best Prémerge

Une personne qui a été éliminé en pre-merge (de 11ème à 18ème) qui vous a particulièrement marquée, que ça soit par son jeu ou juste par simple fait que vous l'appréciez beaucoup !","4 - Mérite de revenir

Le joueur qui devrait ABSOLUMENT avoir une seconde chance car il n'a pas eu le temps de montrer tout ce qu'il avait dans le ventre ou alors que vous l'avez juste adoré et que vous voulez revoir ses prouesses.","5 - Surprise de la saison

Le joueur qui vous a le plus surpris. Au début de la saison, vous vous dites que X n'allait pas faire grand chose/n'allait pas tenir longtemps, et au final, il a accompli bien plus que vous le pensiez !","6 - Best Stratège

Celui qui a fait le plus de stratégies, aussi bien de façon ouverte que dans le dos des gens. Il veut contrôler son destin à 100%, mais aussi celui des autres ...","7 - Best Social

Celui qui a réussi à nouer de nombreuses relations avec les personnes sur le campement. Il veut peut-être avoir beaucoup d'alliances, ou peut tout justement bien s'entendre avec tout le monde par son enthousiasme !","8 - Best Conseil

Quel a été le meilleur conseil de la saison, le plus marquant ? Celui qui a été éliminé à ce conseil emporte cet award ... c'est un bon compromis, non ?","9 - Challenge Beast

Qui est le joueur ayant le plus dominé sur les épreuves lors de la saison ?","10 - Best alliance

Quelle était la meilleure alliance (au moins 3 personnes)
Il y a différentes propositions, mais vous êtes libres d'ajouter une autre alliance, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]/[Pseudo3]/...","11 - Best Rivalité

2 personnes qui ne peuvent pas se saquer ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante :
[Pseudo1]/[Pseudo2])","12 - Best Duo

Le duo qui a marqué la saison ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]","13 - Best Avantage Play

Quel avantage a été le mieux joué selon vous, et a le plus retourné le jeu en la faveur de la personne ?","14 - Worst Avantage Play

A contrario, quel avantage a été le moins bien joué dans la saison ?","15 - Best move

Quel move (pas forcément avec un avantage) a été réalisé cette saison et que vous avez préféré ?","16 - Fan Favorite

Quel a été le joueur que vous avez globalement adoré, peu importe les critères.
LE joueur parmi les joueurs !","17 - Meme de la saison

Le meme de la saison. Une chose drôle à laquelle on pense DIRECTEMENT quand on parle de la S21 !",Si vous devriez mettre une note à la saison ...,(Si vous voulez mettre un petit commentaire sur la saison)
22/03/2025 18:47:34,Guill,7 - Guill,? - Mathox,16 - Sundae,13 - Lapin,? - Julgane,? - Mathox,? - Julgane,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Lvcyd qui vole tout sur les épreuves,16/20,les meilleurs sont partis dès le début :((
22/03/2025 18:47:35,Mathox,6 - Flannou,? - Mathox,16 - Sundae,16 - Sundae,? - Mathox,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Guill et les barils,18/20,
22/03/2025 18:47:37,Mathox,? - Humility,? - Mathox,12 - Kao,10 - DemaZelle,5 - Lvcyd,? - Mathox,? - Mathox,10 - DemaZelle,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Mathox/Kao,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Lvcyd qui vole tout sur les épreuves,15/20,"A refaire en vrai j'ai beaucoup apprécié

Pseudo : Oraclette"
22/03/2025 18:47:39,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Julgane,? - Mathox,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",8 - Jimmy,Les verts ont tout perdu,17/20,
22/03/2025 18:47:42,Mathox,6 - Flannou,11 - Laupok,12 - Kao,17 - Gomart,5 - Lvcyd,7 - Guill,? - Mathox,12 - Kao,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Mathox qui construit son Harem,14/20,
22/03/2025 18:47:43,Guill,? - Mathox,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),? - Humility,11 - Laupok,? - Humility,15 - Martin (Ponk),? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Martin,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,14/20,
22/03/2025 18:47:43,Guill,? - Mathox,6 - Flannou,15 - Martin (Ponk),8 - Jimmy,? - Julgane,7 - Guill,? - Mathox,15 - Martin (Ponk),? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,14/20,"Dernière semaine triste en terme stratégique, craquage mental sur la durée. Peut-être mettre plus de doubles éliminations au milieu du jeu (phase à 2 équipes)"
22/03/2025 18:47:45,Guill,7 - Guill,? - Mathox,16 - Sundae,7 - Guill,? - Humility,? - Mathox,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Les Hwasan développent une addiction aux croissants,17/20,
22/03/2025 18:47:46,Commu Survisland,? - Mathox,6 - Flannou,17 - Gomart,11 - Laupok,? - Anaee,6 - Flannou,? - Mathox,6 - Flannou,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Mathox/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Mathox qui construit son Harem,14/20,Shazin
22/03/2025 18:47:51,Guill,? - Humility,? - Mathox,15 - Martin (Ponk),18 - Cizayoxy,11 - Laupok,? - Mathox,11 - Laupok,7 - Guill,? - Mathox,"Guill, Humility , Jimmy , Julgane, Laupok",Flannou/Guill,DemaZelle/Laupok,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les Hwasan développent une addiction aux croissants,19/20,Banger.
22/03/2025 18:47:52,Guill,7 - Guill,11 - Laupok,15 - Martin (Ponk),7 - Guill,? - Humility,? - Mathox,5 - Lvcyd,11 - Laupok,7 - Guill,Guill/Lvcyd/Mathox/Humility,Laupok/Martin,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Humility,Mathox qui construit son Harem,20/20,merci pour ce benger 
22/03/2025 18:47:52,Guill,? - Humility,? - Mathox,17 - Gomart,15 - Martin (Ponk),? - Humility,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox, julgane guill jimmy humility ,Mathox/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Humility,Les verts ont tout perdu,20/20,
22/03/2025 18:47:54,Guill,7 - Guill,15 - Martin (Ponk),15 - Martin (Ponk),7 - Guill,11 - Laupok,15 - Martin (Ponk),7 - Guill,11 - Laupok,? - Mathox,Guill/Lvcyd/Mathox/Humility,Laupok/Martin,Laupok/Gomart,Lvcyd joue son extra-vote sur Jimmy (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Les verts ont tout perdu,20/20,Incroyable continuer à jouer et à faire des modes de plus en plus fou et fun 
22/03/2025 18:47:55,Mathox,7 - Guill,? - Mathox,15 - Martin (Ponk),13 - Lapin,11 - Laupok,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,20/20,
22/03/2025 18:47:57,Guill,11 - Laupok,16 - Sundae,15 - Martin (Ponk),11 - Laupok,? - Julgane,7 - Guill,7 - Guill,11 - Laupok,11 - Laupok,Anaee/Julgane/Guill/Jimmy,Laupok/Martin,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),8 - Jimmy,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,
22/03/2025 18:47:58,Guill,7 - Guill,6 - Flannou,15 - Martin (Ponk),7 - Guill,? - Humility,7 - Guill,7 - Guill,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),7 - Guill,Les verts ont tout perdu,18/20,
22/03/2025 18:47:59,Guill,? - Humility,? - Mathox,16 - Sundae,11 - Laupok,? - Anaee,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,
22/03/2025 18:48:00,Mathox,6 - Flannou,11 - Laupok,12 - Kao,7 - Guill,? - Humility,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,18/20,
22/03/2025 18:48:01,Guill,5 - Lvcyd,15 - Martin (Ponk),17 - Gomart,15 - Martin (Ponk),11 - Laupok,15 - Martin (Ponk),5 - Lvcyd,15 - Martin (Ponk),6 - Flannou,Guill/Lvcyd/Mathox/Humility,Laupok/Martin,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,20/20,
22/03/2025 18:48:05,Guill,? - Humility,6 - Flannou,15 - Martin (Ponk),15 - Martin (Ponk),5 - Lvcyd,? - Mathox,? - Mathox,6 - Flannou,? - Mathox,Laupok/Flannou/Jimmy,Flannou/Guill,Guill/Mathox,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Mathox,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 18:48:06,Guill,? - Julgane,? - Mathox,16 - Sundae,15 - Martin (Ponk),? - Humility,? - Mathox,5 - Lvcyd,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Humility,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Humility,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 20:15:17,Commu Survisland,17 - Gomart,11 - Laupok,17 - Gomart,6 - Flannou,11 - Laupok,? - Mathox,6 - Flannou,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Kao et ses vannes sur tout (notamment les champignons),17/20,"Redemption pour une deuxième édition, je suis à genoux"
22/03/2025 18:48:07,Guill,7 - Guill,? - Mathox,13 - Lapin,7 - Guill,6 - Flannou,? - Mathox,? - Anaee,10 - DemaZelle,13 - Lapin,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Mathox qui construit son Harem,15/20,
22/03/2025 18:48:09,Guill,? - Mathox,6 - Flannou,15 - Martin (Ponk),15 - Martin (Ponk),? - Humility,7 - Guill,? - Mathox,11 - Laupok,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Mathox/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Mathox,Julgane qui a passé sa vie à random.org au lieu de créer du content,19/20,
22/03/2025 18:48:10,Guill,11 - Laupok,? - Mathox,15 - Martin (Ponk),7 - Guill,? - Julgane,7 - Guill,? - Humility,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Mathox qui construit son Harem,16/20,"Masterclass vrraiment. Seul problème, les idols trop fort"
22/03/2025 18:48:15,Guill,? - Julgane,? - Mathox,12 - Kao,15 - Martin (Ponk),? - Humility,? - Mathox,5 - Lvcyd,9 - Clem (ThatDanmGirl),? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),,"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",12 - Kao,Mathox qui construit son Harem,17/20,
22/03/2025 18:48:16,Guill,? - Julgane,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Humility,7 - Guill,? - Mathox,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Mathox qui construit son Harem,20/20,
22/03/2025 18:48:21,Guill,7 - Guill,11 - Laupok,16 - Sundae,17 - Gomart,? - Humility,? - Mathox,5 - Lvcyd,9 - Clem (ThatDanmGirl),? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Martin,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Lvcyd qui vole tout sur les épreuves,17/20,Merci à l'orga ! C'était vachement cool à regarder !
22/03/2025 18:48:21,Guill,7 - Guill,6 - Flannou,15 - Martin (Ponk),11 - Laupok,? - Humility,7 - Guill,? - Julgane,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Les verts ont tout perdu,16/20,
22/03/2025 18:48:22,Guill,7 - Guill,16 - Sundae,17 - Gomart,17 - Gomart,8 - Jimmy,7 - Guill,5 - Lvcyd,16 - Sundae,? - Mathox,Guill/Lvcyd/Mathox/Humility,Laupok/Martin,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,L'idol jaune qui s'est faite marchée dessus pendant 5 épisodes,20/20,Juste Dinguerie 
22/03/2025 18:48:23,Guill,? - Mathox,6 - Flannou,15 - Martin (Ponk),11 - Laupok,? - Anaee,? - Mathox,7 - Guill,6 - Flannou,? - Mathox,Humility/Julgane/Anaee,Flannou/Jimmy,Anaee/Julgane,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 18:48:29,Julgane,? - Julgane,15 - Martin (Ponk),17 - Gomart,16 - Sundae,? - Anaee,? - Mathox,? - Julgane,9 - Clem (ThatDanmGirl),? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Anaee,Julgane qui a passé sa vie à random.org au lieu de créer du content,20/20,
22/03/2025 18:51:12,Guill,7 - Guill,6 - Flannou,15 - Martin (Ponk),7 - Guill,? - Humility,7 - Guill,? - Humility,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Humility,Les Hwasan développent une addiction aux croissants,15/20,"Saison hyper intéressante et cool à regarder, je connaissais pas ce concept et ça à été un vrai coup de cœur à regarder chaque vendredi et samedi soir en live cependant, il y avait trop de colliers et d'avantage, ce qui ruine les stratégies qui ont été mise en place ce qui est un peu décevant."
22/03/2025 18:48:32,Guill,? - Mathox,? - Mathox,16 - Sundae,11 - Laupok,? - Julgane,7 - Guill,5 - Lvcyd,6 - Flannou,? - Mathox,Mathox/Lvcyd/Flannou,Laupok/Martin,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Mathox,Lvcyd qui vole tout sur les épreuves,18/20,
22/03/2025 18:48:33,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Humility,? - Mathox,? - Humility,11 - Laupok,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",8 - Jimmy,Les Hwasan développent une addiction aux croissants,20/20,Parfait
22/03/2025 18:48:37,Guill,7 - Guill,? - Mathox,12 - Kao,7 - Guill,5 - Lvcyd,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",12 - Kao,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 18:48:39,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),11 - Laupok,? - Humility,7 - Guill,? - Humility,11 - Laupok,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Mathox qui construit son Harem,18/20,
22/03/2025 18:48:40,Guill,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),7 - Guill,11 - Laupok,15 - Martin (Ponk),? - Humility,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Martin,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Mathox qui construit son Harem,16/20,
22/03/2025 18:48:41,Mathox,12 - Kao,8 - Jimmy,12 - Kao,15 - Martin (Ponk),5 - Lvcyd,? - Mathox,7 - Guill,10 - DemaZelle,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Kao et ses vannes sur tout (notamment les champignons),18/20,
22/03/2025 18:48:49,Guill,? - Mathox,15 - Martin (Ponk),16 - Sundae,13 - Lapin,8 - Jimmy,? - Mathox,8 - Jimmy,11 - Laupok,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Humility,Julgane qui a passé sa vie à random.org au lieu de créer du content,20/20,
22/03/2025 18:48:50,Guill,? - Mathox,? - Anaee,12 - Kao,8 - Jimmy,6 - Flannou,? - Mathox,7 - Guill,8 - Jimmy,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Mathox/Kao,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),Laupok fait un gros blindside sur Ponk (F15),6 - Flannou,Kao et ses vannes sur tout (notamment les champignons),14/20,
22/03/2025 18:48:52,Guill,? - Mathox,? - Mathox,14 - Chloe,11 - Laupok,11 - Laupok,11 - Laupok,? - Humility,11 - Laupok,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Les verts ont tout perdu,16/20,
22/03/2025 18:48:54,Jimmy,? - Julgane,11 - Laupok,15 - Martin (Ponk),11 - Laupok,? - Humility,? - Mathox,? - Julgane,6 - Flannou,? - Mathox,Anaee/Julgane/Guill/Humility,Flannou/Jimmy,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,18/20,
22/03/2025 18:48:55,Guill,? - Mathox,6 - Flannou,18 - Cizayoxy,11 - Laupok,? - Humility,? - Mathox,? - Humility,11 - Laupok,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),Laupok fait un gros blindside sur Ponk (F15),? - Julgane,Les verts ont tout perdu,18/20,
22/03/2025 18:48:55,Guill,8 - Jimmy,11 - Laupok,15 - Martin (Ponk),13 - Lapin,7 - Guill,16 - Sundae,16 - Sundae,5 - Lvcyd,9 - Clem (ThatDanmGirl),Guill/Lvcyd/Mathox/Humility,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Les verts ont tout perdu,20/20,
22/03/2025 18:48:57,Guill,11 - Laupok,7 - Guill,16 - Sundae,11 - Laupok,? - Humility,7 - Guill,11 - Laupok,15 - Martin (Ponk),? - Mathox,Laupok/Flannou/Jimmy,Laupok/Martin,Guill/Jimmy,Lvcyd joue son extra-vote sur Jimmy (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,14/20,
22/03/2025 18:48:57,Guill,7 - Guill,11 - Laupok,17 - Gomart,8 - Jimmy,? - Mathox,? - Mathox,? - Mathox,9 - Clem (ThatDanmGirl),? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Anaee,Lvcyd qui vole tout sur les épreuves,15/20,
22/03/2025 18:48:59,Guill,11 - Laupok,? - Mathox,15 - Martin (Ponk),16 - Sundae,? - Humility,7 - Guill,? - Mathox,10 - DemaZelle,? - Mathox,Julgane/Humility/Anaee,Mathox/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 18:49:01,Guill,? - Humility,,12 - Kao,7 - Guill,? - Mathox,? - Mathox,? - Julgane,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Kao et ses vannes sur tout (notamment les champignons),18/20,
22/03/2025 18:49:02,Jimmy,? - Humility,? - Mathox,13 - Lapin,8 - Jimmy,15 - Martin (Ponk),? - Mathox,7 - Guill,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Humility,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Julgane qui a passé sa vie à random.org au lieu de créer du content,18/20,trop de retournement de situation (magnifique)
22/03/2025 18:49:02,Guill,7 - Guill,11 - Laupok,16 - Sundae,17 - Gomart,8 - Jimmy,7 - Guill,11 - Laupok,16 - Sundae,8 - Jimmy,Guill/Lvcyd/Mathox/Humility,Laupok/Martin,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Les Hwasan développent une addiction aux croissants,18/20,
